,date_on_str,instrument,buy_traded_date_time,buy_direction,buy_price,sell_traded_date_time,sell_direction,sell_price,candle_position,profit_loss,qty,profit_loss_points
0,2021-03-04,0.33,2021-03-04 15:20:00+05:30,up,35784.85,2021-03-04 12:55:00+05:30,down,36271.85,0.21,-487.0,1,-487.0
1,2021-05-19,0.26,2021-05-19 15:20:00+05:30,up,33654.7,2021-05-19 09:25:00+05:30,down,33869.7,0.25,-215.0,1,-215.0
2,2021-09-20,0.52,2021-09-20 15:20:00+05:30,up,37140.7,2021-09-20 11:30:00+05:30,down,37782.5,0.29,-641.8000000000029,1,-641.8000000000029
3,2022-05-02,1.07,2022-05-02 15:20:00+05:30,up,36181.2,2022-05-02 09:20:00+05:30,down,35980.8,0.23,200.39999999999418,1,200.39999999999418
4,2022-06-06,0.84,2022-06-06 15:20:00+05:30,up,35297.5,2022-06-06 09:20:00+05:30,down,35202.55,0.21,94.94999999999709,2,189.89999999999418
5,2022-06-14,0.53,2022-06-14 15:20:00+05:30,up,33353.35,2022-06-14 10:25:00+05:30,down,33368.6,0.22,-15.25,3,-45.75
6,2022-09-22,0.48,2022-09-22 15:20:00+05:30,up,40627.6,2022-09-22 09:20:00+05:30,down,41097.8,0.24,-470.20000000000437,1,-470.20000000000437
